category,odds_ratio,lower_ci,upper_ci
ambiguous,0.8593893384971383,0.7457596934711379,0.9730189835231385
negative,1.3990564934930667,0.9856253434740542,1.8124876435120791
positive,0.7975813349503104,0.5923499507159592,1.0028127191846616
