category,odds_ratio,lower_ci,upper_ci
ambiguous,0.8601427641550472,0.7676679295178223,0.9526175987922721
negative,1.2759703586513031,0.9525673908432207,1.5993733264593855
positive,0.982284792868695,0.8006355690102912,1.1639340167270986
