category,odds_ratio,lower_ci,upper_ci
ambiguous,0.5633405455245117,0.2975857847016561,0.8290953063473673
negative,1.3178366128152226,-0.09471020394946268,2.7303834295799074
positive,1.2531100354725255,0.47182605158258806,2.034394019362463
