category,odds_ratio,lower_ci,upper_ci
ambiguous,1.0638335802576637,0.8080700233670863,1.3195971371482411
negative,1.0954808349035636,0.21466316844113284,1.9762985013659944
positive,1.301999702546633,0.7561606353426676,1.847838769750598
