category,odds_ratio,lower_ci,upper_ci
ambiguous,0.12240391135193629,0.0025624087143467436,0.24224541398952584
negative,0.558362742572853,-0.20528884583610552,1.3220143309818115
positive,0.7093169881370192,0.11264692384385712,1.305987052430181
